barcode,first_type
cellid_000100304-1,Tumor
cellid_000100305-1,Tumor
cellid_000100306-1,Tumor
cellid_000100307-1,Tumor
cellid_000100309-1,Tumor
cellid_000100310-1,Tumor
cellid_000100311-1,Tumor
cellid_000100312-1,Tumor
cellid_000100313-1,Tumor
cellid_000100314-1,Tumor
cellid_000100315-1,Tumor
cellid_000100316-1,Tumor
cellid_000100317-1,Tumor
cellid_000100318-1,Tumor
cellid_000100319-1,Tumor
cellid_000100320-1,Endothelial
cellid_000100321-1,Tumor
cellid_000100322-1,Tumor
cellid_000100323-1,Tumor
cellid_000100324-1,Tumor
cellid_000100325-1,Tumor
cellid_000100326-1,Tumor
cellid_000100327-1,Tumor
cellid_000100328-1,Tumor
cellid_000100329-1,Tumor
cellid_000100330-1,Tumor
cellid_000100331-1,Tumor
cellid_000100332-1,Tumor
cellid_000100333-1,Tumor
cellid_000100334-1,Tumor
cellid_000100335-1,Tumor
cellid_000100336-1,Endothelial
cellid_000100337-1,Tumor
cellid_000100338-1,Tumor
cellid_000100339-1,Tumor
cellid_000100340-1,Tumor
cellid_000100341-1,Tumor
cellid_000100342-1,Tumor
cellid_000100343-1,Tumor
cellid_000100344-1,Tumor
cellid_000100345-1,Tumor
cellid_000100346-1,Tumor
cellid_000100347-1,Tumor
cellid_000100348-1,Tumor
cellid_000100349-1,Tumor
cellid_000100350-1,Tumor
cellid_000100351-1,Tumor
cellid_000100352-1,Tumor
cellid_000100353-1,Tumor
cellid_000100354-1,Tumor
cellid_000100355-1,Tumor
cellid_000100356-1,Tumor
cellid_000100357-1,Tumor
cellid_000100358-1,Fibroblast
cellid_000100359-1,Tumor
cellid_000100360-1,Tumor
cellid_000100361-1,Fibroblast
cellid_000100362-1,Tumor
cellid_000100363-1,Tumor
cellid_000100364-1,Fibroblast
cellid_000100365-1,Tumor
cellid_000100366-1,Tumor
cellid_000100367-1,Tumor
cellid_000100368-1,Tumor
cellid_000100369-1,Tumor
cellid_000100370-1,Tumor
cellid_000100371-1,Tumor
cellid_000100372-1,Endothelial
cellid_000100373-1,Tumor
cellid_000100374-1,T cells
cellid_000100375-1,Tumor
cellid_000100376-1,Tumor
cellid_000100377-1,Tumor
cellid_000100378-1,Tumor
cellid_000100379-1,Tumor
cellid_000100380-1,Tumor
cellid_000100381-1,Tumor
cellid_000100382-1,Tumor
cellid_000100383-1,Tumor
cellid_000100384-1,Tumor
cellid_000100385-1,Tumor
cellid_000100386-1,Tumor
cellid_000100387-1,Tumor
cellid_000100388-1,Tumor
cellid_000100389-1,Tumor
cellid_000100390-1,Tumor
cellid_000100391-1,Tumor
cellid_000100392-1,Tumor
cellid_000100393-1,Tumor
cellid_000100394-1,Tumor
cellid_000100395-1,Tumor
cellid_000100396-1,Tumor
cellid_000100397-1,Tumor
cellid_000100398-1,Tumor
cellid_000100399-1,Tumor
cellid_000100400-1,Endothelial
cellid_000100401-1,Tumor
cellid_000100402-1,Tumor
cellid_000100403-1,Tumor
cellid_000100404-1,Tumor
cellid_000100405-1,Tumor
cellid_000100406-1,Tumor
cellid_000100407-1,Tumor
cellid_000100408-1,Tumor
cellid_000100409-1,Tumor
cellid_000100410-1,Endothelial
cellid_000100411-1,Tumor
cellid_000100412-1,Tumor
cellid_000100413-1,Endothelial
cellid_000100414-1,Fibroblast
cellid_000100415-1,Tumor
cellid_000100416-1,Tumor
cellid_000100417-1,Tumor
cellid_000100418-1,Tumor
cellid_000100419-1,Tumor
cellid_000100420-1,Fibroblast
cellid_000100421-1,Tumor
cellid_000100422-1,Tumor
cellid_000100423-1,Tumor
cellid_000100424-1,Tumor
cellid_000100425-1,Tumor
cellid_000100426-1,Tumor
cellid_000100427-1,Tumor
cellid_000100428-1,Tumor
cellid_000100429-1,Tumor
cellid_000100430-1,Tumor
cellid_000100431-1,Tumor
cellid_000100432-1,Tumor
cellid_000100433-1,Tumor
cellid_000100434-1,Tumor
cellid_000100435-1,Tumor
cellid_000100436-1,Tumor
cellid_000100437-1,Tumor
cellid_000100438-1,Tumor
cellid_000100439-1,Tumor
cellid_000100440-1,Tumor
cellid_000100441-1,Tumor
cellid_000100442-1,Tumor
cellid_000100443-1,Tumor
cellid_000100444-1,Tumor
cellid_000100445-1,Tumor
cellid_000100446-1,Tumor
cellid_000100447-1,Tumor
cellid_000100448-1,Tumor
cellid_000100449-1,Tumor
cellid_000100450-1,Tumor
cellid_000100451-1,Endothelial
cellid_000100452-1,Tumor
cellid_000100453-1,Tumor
cellid_000100454-1,Tumor
cellid_000100455-1,Fibroblast
cellid_000100456-1,Fibroblast
cellid_000100457-1,Tumor
cellid_000100458-1,Tumor
cellid_000100459-1,Endothelial
cellid_000100460-1,Tumor
cellid_000100461-1,Tumor
cellid_000100462-1,Tumor
cellid_000100463-1,Tumor
cellid_000100464-1,Tumor
cellid_000100465-1,Tumor
cellid_000100466-1,Tumor
cellid_000100467-1,Tumor
cellid_000100468-1,Tumor
cellid_000100469-1,Tumor
cellid_000100470-1,Tumor
cellid_000100471-1,Tumor
cellid_000100472-1,Tumor
cellid_000100473-1,Tumor
cellid_000100474-1,Tumor
cellid_000100475-1,Tumor
cellid_000100476-1,Tumor
cellid_000100477-1,Tumor
cellid_000100478-1,Tumor
cellid_000100479-1,Tumor
cellid_000100480-1,Tumor
cellid_000100481-1,Tumor
cellid_000100482-1,Tumor
cellid_000100483-1,Tumor
cellid_000100484-1,Tumor
cellid_000100485-1,Tumor
cellid_000100486-1,Fibroblast
cellid_000100487-1,Tumor
cellid_000100488-1,Tumor
cellid_000100489-1,Tumor
cellid_000100490-1,Tumor
cellid_000100491-1,Tumor
cellid_000100492-1,Tumor
cellid_000100493-1,Tumor
cellid_000100494-1,Endothelial
cellid_000100495-1,Tumor
cellid_000100496-1,Tumor
cellid_000100497-1,Myeloid
cellid_000100498-1,Tumor
cellid_000100499-1,Tumor
cellid_000100500-1,Tumor
cellid_000100501-1,Tumor
cellid_000100502-1,Tumor
cellid_000100503-1,Tumor
cellid_000100504-1,Tumor
cellid_000100505-1,Tumor
cellid_000100506-1,Tumor
cellid_000100507-1,Tumor
cellid_000100508-1,Tumor
cellid_000100509-1,Tumor
cellid_000100510-1,Tumor
cellid_000100511-1,Tumor
cellid_000100512-1,Endothelial
cellid_000100513-1,Tumor
cellid_000100514-1,Tumor
cellid_000100515-1,Tumor
cellid_000100516-1,Tumor
cellid_000100517-1,Tumor
cellid_000100518-1,Tumor
cellid_000100519-1,Tumor
cellid_000100520-1,Tumor
cellid_000100521-1,Tumor
cellid_000100522-1,Tumor
cellid_000100523-1,Tumor
cellid_000100524-1,Tumor
cellid_000100525-1,Tumor
cellid_000100526-1,Tumor
cellid_000100527-1,Tumor
cellid_000100528-1,Tumor
cellid_000100529-1,Tumor
cellid_000100530-1,Tumor
cellid_000100531-1,Tumor
cellid_000100532-1,Tumor
cellid_000100533-1,Tumor
cellid_000100534-1,Tumor
cellid_000100535-1,Tumor
cellid_000100536-1,Tumor
cellid_000100537-1,Tumor
cellid_000100538-1,Tumor
cellid_000100539-1,Tumor
cellid_000100540-1,Tumor
cellid_000100541-1,Tumor
cellid_000100542-1,Tumor
cellid_000100543-1,Tumor
cellid_000100544-1,Tumor
cellid_000100545-1,Tumor
cellid_000100546-1,Tumor
cellid_000100547-1,Tumor
cellid_000100548-1,Tumor
cellid_000100549-1,Tumor
cellid_000100550-1,Tumor
cellid_000100551-1,Tumor
cellid_000100552-1,Tumor
cellid_000100553-1,Tumor
cellid_000100554-1,Tumor
cellid_000100555-1,Tumor
cellid_000100556-1,Tumor
cellid_000100557-1,Tumor
cellid_000100558-1,Tumor
cellid_000100559-1,Tumor
cellid_000100560-1,Tumor
cellid_000100561-1,Tumor
cellid_000100562-1,Tumor
cellid_000100563-1,Tumor
cellid_000100564-1,Tumor
cellid_000100565-1,Endothelial
cellid_000100566-1,Tumor
cellid_000100567-1,Tumor
cellid_000100568-1,Tumor
cellid_000100569-1,Tumor
cellid_000100570-1,Tumor
cellid_000100571-1,Tumor
cellid_000100572-1,Tumor
cellid_000100573-1,Tumor
cellid_000100574-1,Tumor
cellid_000100575-1,Tumor
cellid_000100576-1,Tumor
cellid_000100577-1,Tumor
cellid_000100578-1,Endothelial
cellid_000100579-1,Tumor
cellid_000100580-1,Tumor
cellid_000100581-1,Tumor
cellid_000100582-1,Tumor
cellid_000100583-1,Tumor
cellid_000100584-1,Tumor
cellid_000100585-1,Tumor
cellid_000100586-1,Tumor
cellid_000100587-1,Tumor
cellid_000100588-1,Tumor
cellid_000100589-1,Tumor
cellid_000100590-1,Tumor
cellid_000100591-1,Tumor
cellid_000100592-1,Myeloid
cellid_000100593-1,Tumor
cellid_000100594-1,Tumor
cellid_000100595-1,Tumor
cellid_000100596-1,Endothelial
cellid_000100597-1,Tumor
cellid_000100598-1,Tumor
cellid_000100599-1,Tumor
cellid_000100600-1,Tumor
cellid_000100601-1,Tumor
cellid_000100602-1,Tumor
cellid_000100603-1,Fibroblast
cellid_000100604-1,Tumor
cellid_000100605-1,Myeloid
cellid_000100606-1,Tumor
cellid_000100607-1,Tumor
cellid_000100608-1,Tumor
cellid_000100609-1,Tumor
cellid_000100610-1,Tumor
cellid_000100611-1,Tumor
cellid_000100612-1,Tumor
cellid_000100613-1,Fibroblast
cellid_000100614-1,Tumor
cellid_000100615-1,Tumor
cellid_000100616-1,Tumor
cellid_000100617-1,Tumor
cellid_000100618-1,Tumor
cellid_000100619-1,Tumor
cellid_000100620-1,Tumor
cellid_000100621-1,Myeloid
cellid_000100622-1,Tumor
cellid_000100623-1,Tumor
cellid_000100624-1,Tumor
cellid_000100625-1,Tumor
cellid_000100626-1,Tumor
cellid_000100627-1,Tumor
cellid_000100628-1,Tumor
cellid_000100629-1,Tumor
cellid_000100630-1,Tumor
cellid_000100631-1,Tumor
cellid_000100632-1,Tumor
cellid_000100633-1,Tumor
cellid_000100634-1,Endothelial
cellid_000100635-1,Tumor
cellid_000100636-1,Tumor
cellid_000100637-1,Tumor
cellid_000100638-1,Tumor
cellid_000100639-1,Tumor
cellid_000100640-1,Tumor
cellid_000100641-1,Fibroblast
cellid_000100642-1,Tumor
cellid_000100643-1,Tumor
cellid_000100644-1,Endothelial
cellid_000100645-1,Tumor
cellid_000100646-1,Tumor
cellid_000100647-1,Tumor
cellid_000100648-1,Tumor
cellid_000100649-1,Tumor
cellid_000100650-1,Tumor
cellid_000100651-1,Tumor
cellid_000100652-1,Tumor
cellid_000100653-1,Tumor
cellid_000100654-1,Tumor
cellid_000100655-1,Tumor
cellid_000100656-1,Tumor
cellid_000100657-1,Tumor
cellid_000100658-1,Tumor
cellid_000100659-1,Tumor
cellid_000100660-1,Tumor
cellid_000100661-1,Myeloid
cellid_000100662-1,Fibroblast
cellid_000100663-1,Tumor
cellid_000100664-1,Tumor
cellid_000100665-1,Tumor
cellid_000100666-1,Tumor
cellid_000100667-1,Tumor
cellid_000100668-1,Tumor
cellid_000100669-1,Myeloid
cellid_000100670-1,Tumor
cellid_000100671-1,Tumor
cellid_000100672-1,Tumor
cellid_000100673-1,Tumor
cellid_000100674-1,Tumor
cellid_000100675-1,Tumor
cellid_000100676-1,Endothelial
cellid_000100677-1,Tumor
cellid_000100678-1,Tumor
cellid_000100679-1,Tumor
cellid_000100680-1,Tumor
cellid_000100681-1,Tumor
cellid_000100682-1,Tumor
cellid_000100683-1,Tumor
cellid_000100684-1,Tumor
cellid_000100685-1,Tumor
cellid_000100686-1,Tumor
cellid_000100687-1,Tumor
cellid_000100688-1,Tumor
cellid_000100689-1,Tumor
cellid_000100690-1,Tumor
cellid_000100691-1,Tumor
cellid_000100692-1,Tumor
cellid_000100693-1,Tumor
cellid_000100694-1,Tumor
cellid_000100695-1,Tumor
cellid_000100696-1,Myeloid
cellid_000100697-1,Tumor
cellid_000100698-1,Tumor
cellid_000100699-1,Tumor
cellid_000100700-1,Tumor
cellid_000100701-1,Tumor
cellid_000100702-1,Tumor
cellid_000100703-1,Tumor
cellid_000100704-1,Tumor
cellid_000100705-1,Tumor
cellid_000100706-1,Tumor
cellid_000100707-1,Tumor
cellid_000100708-1,Tumor
cellid_000100709-1,Tumor
cellid_000100710-1,Tumor
cellid_000100711-1,Tumor
cellid_000100712-1,Tumor
cellid_000100713-1,Tumor
cellid_000100714-1,Tumor
cellid_000100715-1,Tumor
cellid_000100716-1,Tumor
cellid_000100717-1,Tumor
cellid_000100718-1,Tumor
cellid_000100719-1,Tumor
cellid_000100720-1,Tumor
cellid_000100721-1,Tumor
cellid_000100722-1,Tumor
cellid_000100723-1,Tumor
cellid_000100724-1,Endothelial
cellid_000100725-1,Tumor
cellid_000100726-1,Fibroblast
cellid_000100727-1,Tumor
cellid_000100728-1,Tumor
cellid_000100729-1,Tumor
cellid_000100730-1,Tumor
cellid_000100731-1,Tumor
cellid_000100732-1,Tumor
cellid_000100733-1,Tumor
cellid_000100734-1,Tumor
cellid_000100735-1,Tumor
cellid_000100736-1,Tumor
cellid_000100737-1,Tumor
cellid_000100738-1,Tumor
cellid_000100739-1,Tumor
cellid_000100740-1,Tumor
cellid_000100741-1,Myeloid
cellid_000100742-1,Tumor
cellid_000100743-1,Tumor
cellid_000100744-1,Tumor
cellid_000100745-1,Tumor
cellid_000100746-1,Tumor
cellid_000100747-1,Tumor
cellid_000100748-1,Tumor
cellid_000100749-1,Tumor
cellid_000100750-1,Tumor
cellid_000100751-1,Tumor
cellid_000100752-1,Tumor
cellid_000100753-1,Tumor
cellid_000100754-1,Tumor
cellid_000100755-1,Tumor
cellid_000100756-1,Tumor
cellid_000100757-1,Tumor
cellid_000100758-1,Tumor
cellid_000100759-1,Tumor
cellid_000100760-1,Tumor
cellid_000100761-1,Tumor
cellid_000100762-1,Tumor
cellid_000100763-1,Tumor
cellid_000100764-1,Tumor
cellid_000100765-1,Tumor
cellid_000100766-1,Tumor
cellid_000100767-1,Tumor
cellid_000100768-1,Tumor
cellid_000100769-1,Tumor
cellid_000100770-1,Tumor
cellid_000100771-1,Tumor
cellid_000100772-1,Endothelial
cellid_000100773-1,Tumor
cellid_000100774-1,Tumor
cellid_000100775-1,Tumor
cellid_000100776-1,Tumor
cellid_000100777-1,Tumor
cellid_000100778-1,Tumor
cellid_000100779-1,Tumor
cellid_000100780-1,Tumor
cellid_000100781-1,Tumor
cellid_000100782-1,Tumor
cellid_000100783-1,Tumor
cellid_000100784-1,Tumor
cellid_000100785-1,Tumor
cellid_000100786-1,Tumor
cellid_000100787-1,Tumor
cellid_000100788-1,Tumor
cellid_000100789-1,Tumor
cellid_000100790-1,Tumor
cellid_000100791-1,Tumor
cellid_000100792-1,Tumor
cellid_000100793-1,Tumor
cellid_000100794-1,Fibroblast
cellid_000100795-1,Tumor
cellid_000100796-1,Tumor
cellid_000100797-1,Tumor
cellid_000100798-1,Tumor
cellid_000100799-1,Tumor
cellid_000100800-1,Tumor
cellid_000100801-1,Tumor
cellid_000100802-1,Tumor
cellid_000100803-1,Fibroblast
cellid_000100804-1,Tumor
cellid_000100805-1,Tumor
cellid_000100806-1,Tumor
cellid_000100807-1,Tumor
cellid_000100808-1,Tumor
cellid_000100809-1,Tumor
cellid_000100810-1,Tumor
cellid_000100811-1,Tumor
cellid_000100812-1,Tumor
cellid_000100813-1,Tumor
cellid_000100814-1,Tumor
cellid_000100815-1,Tumor
cellid_000100816-1,Tumor
cellid_000100817-1,Tumor
cellid_000100818-1,Tumor
cellid_000100819-1,Tumor
cellid_000100820-1,Tumor
cellid_000100821-1,Tumor
cellid_000100822-1,Tumor
cellid_000100823-1,Tumor
cellid_000100824-1,Tumor
cellid_000100825-1,Tumor
cellid_000100826-1,Tumor
cellid_000100827-1,Tumor
cellid_000100828-1,Tumor
cellid_000100829-1,Tumor
cellid_000100830-1,Tumor
cellid_000100831-1,Tumor
cellid_000100832-1,Tumor
cellid_000100833-1,Tumor
cellid_000100834-1,B cells
cellid_000100835-1,B cells
cellid_000100836-1,B cells
cellid_000100837-1,Myeloid
cellid_000100838-1,Myeloid
cellid_000100839-1,B cells
cellid_000100840-1,Tumor
cellid_000100841-1,B cells
cellid_000100842-1,Tumor
cellid_000100843-1,B cells
cellid_000100844-1,B cells
cellid_000100845-1,Endothelial
cellid_000100846-1,Tumor
cellid_000100847-1,Fibroblast
cellid_000100848-1,Tumor
cellid_000100849-1,Fibroblast
cellid_000100850-1,Fibroblast
cellid_000100851-1,B cells
cellid_000100852-1,Tumor
cellid_000100853-1,T cells
cellid_000100854-1,B cells
cellid_000100855-1,B cells
cellid_000100856-1,Myeloid
cellid_000100857-1,Tumor
cellid_000100858-1,Tumor
cellid_000100859-1,Myeloid
cellid_000100860-1,T cells
cellid_000100861-1,Myeloid
cellid_000100862-1,Tumor
cellid_000100863-1,T cells
cellid_000100864-1,Tumor
cellid_000100865-1,Tumor
cellid_000100866-1,Tumor
cellid_000100867-1,B cells
cellid_000100868-1,B cells
cellid_000100869-1,Tumor
cellid_000100870-1,Tumor
cellid_000100871-1,Tumor
cellid_000100872-1,B cells
cellid_000100873-1,Tumor
cellid_000100874-1,B cells
cellid_000100875-1,Myeloid
cellid_000100876-1,T cells
cellid_000100877-1,T cells
cellid_000100878-1,T cells
cellid_000100879-1,Myeloid
cellid_000100880-1,Myeloid
cellid_000100881-1,Tumor
cellid_000100882-1,T cells
cellid_000100883-1,Tumor
cellid_000100884-1,Tumor
cellid_000100885-1,Endothelial
cellid_000100886-1,B cells
cellid_000100887-1,Fibroblast
cellid_000100888-1,Fibroblast
cellid_000100889-1,B cells
cellid_000100890-1,T cells
cellid_000100891-1,Tumor
cellid_000100892-1,Tumor
cellid_000100893-1,Tumor
cellid_000100894-1,Tumor
cellid_000100895-1,Endothelial
cellid_000100896-1,Tumor
cellid_000100897-1,Myeloid
cellid_000100898-1,Myeloid
cellid_000100899-1,Myeloid
cellid_000100900-1,Tumor
cellid_000100901-1,Tumor
cellid_000100902-1,Tumor
cellid_000100903-1,Myeloid
cellid_000100904-1,Myeloid
cellid_000100905-1,Tumor
cellid_000100906-1,Myeloid
cellid_000100907-1,B cells
cellid_000100908-1,Endothelial
cellid_000100909-1,Fibroblast
cellid_000100910-1,Fibroblast
cellid_000100911-1,Tumor
cellid_000100912-1,Endothelial
cellid_000100913-1,Endothelial
cellid_000100914-1,Tumor
cellid_000100915-1,Endothelial
cellid_000100916-1,Myeloid
cellid_000100917-1,B cells
cellid_000100918-1,Myeloid
cellid_000100919-1,Myeloid
cellid_000100920-1,Myeloid
cellid_000100921-1,Endothelial
cellid_000100922-1,B cells
cellid_000100923-1,Tumor
cellid_000100924-1,Tumor
cellid_000100925-1,Myeloid
cellid_000100926-1,Myeloid
cellid_000100927-1,B cells
cellid_000100928-1,Tumor
cellid_000100929-1,Fibroblast
cellid_000100930-1,Endothelial
cellid_000100931-1,Tumor
cellid_000100932-1,Myeloid
cellid_000100933-1,T cells
cellid_000100934-1,T cells
cellid_000100935-1,T cells
cellid_000100936-1,Endothelial
cellid_000100937-1,B cells
cellid_000100938-1,Tumor
cellid_000100939-1,Fibroblast
cellid_000100940-1,Myeloid
cellid_000100941-1,Tumor
cellid_000100942-1,T cells
cellid_000100943-1,Endothelial
cellid_000100944-1,Tumor
cellid_000100945-1,Endothelial
cellid_000100946-1,Myeloid
cellid_000100947-1,T cells
cellid_000100948-1,Tumor
cellid_000100949-1,Tumor
cellid_000100950-1,Tumor
cellid_000100951-1,T cells
cellid_000100952-1,Tumor
cellid_000100953-1,Tumor
cellid_000100954-1,Tumor
cellid_000100955-1,Tumor
cellid_000100956-1,T cells
cellid_000100957-1,T cells
cellid_000100958-1,T cells
cellid_000100959-1,Endothelial
cellid_000100960-1,T cells
cellid_000100961-1,B cells
cellid_000100962-1,B cells
cellid_000100963-1,Endothelial
cellid_000100964-1,Tumor
cellid_000100965-1,Tumor
cellid_000100966-1,T cells
cellid_000100967-1,B cells
cellid_000100968-1,Tumor
cellid_000100969-1,Fibroblast
cellid_000100970-1,B cells
cellid_000100971-1,Endothelial
cellid_000100972-1,B cells
cellid_000100973-1,T cells
cellid_000100974-1,Tumor
cellid_000100975-1,Tumor
cellid_000100976-1,Myeloid
cellid_000100977-1,Tumor
cellid_000100978-1,Tumor
cellid_000100979-1,T cells
cellid_000100980-1,B cells
cellid_000100981-1,Tumor
cellid_000100982-1,Endothelial
cellid_000100983-1,Tumor
cellid_000100984-1,Tumor
cellid_000100985-1,Myeloid
cellid_000100986-1,Tumor
cellid_000100988-1,B cells
cellid_000100989-1,Fibroblast
cellid_000100990-1,Tumor
cellid_000100991-1,Tumor
cellid_000100992-1,Tumor
cellid_000100993-1,Myeloid
cellid_000100994-1,Tumor
cellid_000100995-1,Tumor
cellid_000100996-1,Tumor
cellid_000100997-1,Myeloid
cellid_000100998-1,Tumor
cellid_000100999-1,B cells
cellid_000101000-1,Tumor
cellid_000101001-1,T cells
cellid_000101002-1,Tumor
cellid_000101003-1,B cells
cellid_000101004-1,Tumor
cellid_000101005-1,Tumor
cellid_000101006-1,Endothelial
cellid_000101007-1,Tumor
cellid_000101008-1,Myeloid
cellid_000101009-1,Fibroblast
cellid_000101010-1,Tumor
cellid_000101011-1,T cells
cellid_000101012-1,Tumor
cellid_000101013-1,Tumor
cellid_000101014-1,Myeloid
cellid_000101015-1,Tumor
cellid_000101016-1,B cells
cellid_000101017-1,T cells
cellid_000101018-1,Tumor
cellid_000101019-1,B cells
cellid_000101020-1,Tumor
cellid_000101021-1,Myeloid
cellid_000101022-1,Tumor
cellid_000101023-1,Tumor
cellid_000101024-1,Tumor
cellid_000101025-1,Myeloid
cellid_000101026-1,Myeloid
cellid_000101027-1,Tumor
cellid_000101028-1,B cells
cellid_000101029-1,Fibroblast
cellid_000101030-1,Tumor
cellid_000101031-1,Tumor
cellid_000101032-1,T cells
cellid_000101033-1,Tumor
cellid_000101034-1,B cells
cellid_000101035-1,Fibroblast
cellid_000101036-1,Fibroblast
cellid_000101037-1,Endothelial
cellid_000101038-1,Tumor
cellid_000101039-1,Tumor
cellid_000101040-1,Myeloid
cellid_000101041-1,Tumor
cellid_000101042-1,Tumor
cellid_000101043-1,Myeloid
cellid_000101044-1,Myeloid
cellid_000101045-1,Tumor
cellid_000101046-1,Myeloid
cellid_000101047-1,B cells
cellid_000101048-1,B cells
cellid_000101049-1,B cells
cellid_000101050-1,T cells
cellid_000101051-1,Tumor
cellid_000101052-1,T cells
cellid_000101053-1,Fibroblast
cellid_000101054-1,Myeloid
cellid_000101055-1,Tumor
cellid_000101056-1,Myeloid
cellid_000101057-1,Tumor
cellid_000101058-1,B cells
cellid_000101059-1,Tumor
cellid_000101060-1,Endothelial
cellid_000101061-1,Tumor
cellid_000101063-1,B cells
cellid_000101064-1,Tumor
cellid_000101065-1,Tumor
cellid_000101066-1,T cells
cellid_000101067-1,Tumor
cellid_000101068-1,Fibroblast
cellid_000101069-1,Tumor
cellid_000101070-1,Tumor
cellid_000101071-1,Tumor
cellid_000101072-1,Fibroblast
cellid_000101073-1,Tumor
cellid_000101074-1,Myeloid
cellid_000101075-1,T cells
cellid_000101076-1,Endothelial
cellid_000101077-1,Endothelial
cellid_000101078-1,Myeloid
cellid_000101079-1,Fibroblast
cellid_000101080-1,Tumor
cellid_000101081-1,B cells
cellid_000101082-1,Myeloid
cellid_000101083-1,Myeloid
cellid_000101084-1,T cells
cellid_000101085-1,Myeloid
cellid_000101086-1,Endothelial
cellid_000101087-1,Tumor
cellid_000101088-1,Tumor
cellid_000101089-1,Tumor
cellid_000101090-1,T cells
cellid_000101091-1,Myeloid
cellid_000101092-1,Fibroblast
cellid_000101093-1,Endothelial
cellid_000101096-1,Tumor
cellid_000101097-1,Myeloid
cellid_000101098-1,Tumor
cellid_000101099-1,B cells
cellid_000101101-1,B cells
cellid_000101102-1,Tumor
cellid_000101103-1,Myeloid
cellid_000101104-1,Tumor
cellid_000101105-1,Tumor
cellid_000101106-1,B cells
cellid_000101107-1,Tumor
cellid_000101108-1,Tumor
cellid_000101109-1,T cells
cellid_000101110-1,Tumor
cellid_000101111-1,T cells
cellid_000101112-1,Myeloid
cellid_000101113-1,Tumor
cellid_000101114-1,Endothelial
cellid_000101115-1,Tumor
cellid_000101116-1,Tumor
cellid_000101117-1,Tumor
cellid_000101118-1,Myeloid
cellid_000101119-1,Tumor
cellid_000101120-1,Tumor
cellid_000101121-1,T cells
cellid_000101122-1,Tumor
cellid_000101123-1,Tumor
cellid_000101124-1,Tumor
cellid_000101125-1,Tumor
cellid_000101126-1,Tumor
cellid_000101127-1,Myeloid
cellid_000101128-1,T cells
cellid_000101129-1,Tumor
cellid_000101130-1,Myeloid
cellid_000101131-1,Tumor
cellid_000101132-1,Tumor
cellid_000101133-1,Tumor
cellid_000101134-1,T cells
cellid_000101135-1,Tumor
cellid_000101136-1,B cells
cellid_000101137-1,Tumor
cellid_000101138-1,Endothelial
cellid_000101139-1,Tumor
cellid_000101140-1,Tumor
cellid_000101141-1,Myeloid
cellid_000101142-1,Tumor
cellid_000101143-1,Fibroblast
cellid_000101144-1,Tumor
cellid_000101145-1,Tumor
cellid_000101146-1,Myeloid
cellid_000101147-1,Tumor
cellid_000101148-1,Tumor
cellid_000101149-1,Tumor
cellid_000101150-1,Fibroblast
cellid_000101151-1,Tumor
cellid_000101152-1,Tumor
cellid_000101153-1,Myeloid
cellid_000101154-1,T cells
cellid_000101155-1,Tumor
cellid_000101156-1,B cells
cellid_000101157-1,Tumor
cellid_000101158-1,Tumor
cellid_000101159-1,T cells
cellid_000101160-1,Tumor
cellid_000101161-1,Myeloid
cellid_000101162-1,T cells
cellid_000101163-1,Myeloid
cellid_000101164-1,Tumor
cellid_000101166-1,Tumor
cellid_000101167-1,Tumor
cellid_000101168-1,Tumor
cellid_000101169-1,Tumor
cellid_000101170-1,Tumor
cellid_000101171-1,Fibroblast
cellid_000101172-1,Endothelial
cellid_000101173-1,Myeloid
cellid_000101174-1,Tumor
cellid_000101175-1,Tumor
cellid_000101176-1,Tumor
cellid_000101177-1,Fibroblast
cellid_000101178-1,Tumor
cellid_000101179-1,Tumor
cellid_000101180-1,B cells
cellid_000101181-1,Endothelial
cellid_000101182-1,B cells
cellid_000101183-1,T cells
cellid_000101184-1,Tumor
cellid_000101185-1,Tumor
cellid_000101186-1,Tumor
cellid_000101187-1,Tumor
cellid_000101188-1,Tumor
cellid_000101189-1,Tumor
cellid_000101190-1,Tumor
cellid_000101191-1,Tumor
cellid_000101192-1,Tumor
cellid_000101193-1,Tumor
cellid_000101194-1,Tumor
cellid_000101195-1,B cells
cellid_000101196-1,Tumor
cellid_000101197-1,Tumor
cellid_000101198-1,B cells
cellid_000101199-1,B cells
cellid_000101200-1,Tumor
cellid_000101201-1,Tumor
cellid_000101202-1,T cells
cellid_000101203-1,Endothelial
cellid_000101204-1,Fibroblast
cellid_000101205-1,Fibroblast
cellid_000101206-1,Tumor
cellid_000101207-1,Tumor
cellid_000101208-1,Tumor
cellid_000101209-1,B cells
cellid_000101210-1,T cells
cellid_000101211-1,Fibroblast
cellid_000101212-1,Myeloid
cellid_000101213-1,Tumor
cellid_000101214-1,Tumor
cellid_000101215-1,Tumor
cellid_000101216-1,Tumor
cellid_000101217-1,Myeloid
cellid_000101218-1,Tumor
cellid_000101219-1,Tumor
cellid_000101220-1,B cells
cellid_000101221-1,Fibroblast
cellid_000101222-1,Myeloid
cellid_000101223-1,Tumor
cellid_000101224-1,B cells
cellid_000101225-1,Tumor
cellid_000101226-1,Tumor
cellid_000101229-1,B cells
cellid_000101230-1,Myeloid
cellid_000101231-1,Fibroblast
cellid_000101232-1,Tumor
cellid_000101233-1,Tumor
cellid_000101234-1,Myeloid
cellid_000101235-1,B cells
cellid_000101236-1,Tumor
cellid_000101237-1,Tumor
